identificationID;organismID;datasetID;identifiedBy;dateIdentified;locality;scientificName/taxonID;identificationReferences 
;Anopheles_maculipennis_1933-1937_1;MosquitoesCorfuStephanides;DrTheodoreStephanides;1933-1937;;Anopheles maculipennis; 
