specimenID;scanID;datasetID;contrastEnhancementMethod;protocol;beginOfPreparationDate;beginOfPreparationTime;endOfPreparationDate;endOfPreparationTime;preparationNotes;scopeOfScan;sampleHolder;scanningMedium;scannedPart;ScannedBy;scanDate;scanningDuration;instrument;voltage_kV;current_uA;filter;Zoom_um;cameraResolution;averaging;randomMovement;360°;exposureTime_ms;oversize settings;scanNotes;fileLocation;scanFilesStatus
mCT-00001;scan-00001;microCT_ElectronicLog;none;;;;;;;Visualization and later modelling of jaw structure;pipette tip;air;whole animal;Sarah Faulwetter;18/2/2013;1:25:43;SkyScan 1172;59;167;none;1,1;4000;0;0;360;1765;none;Scan transferred to electronic log long after scanning time, therefore some details are unknown.;;
