scientificNameAssignmentEventID;scientificNameAuthorship;namePublishedInYear;scientificName;nomenclaturalCode;taxonID;datasetID
;Linnaeus;1758;Lepomis gibbosus;ICZN;Lepomis gibbosus;Fishes_Karla
