reconID;subvolumeID;datasetID;subvolumeScope;subvolumeCreatedBy;subvolumeNotes;subvolumeFilesStatus
scan-00001_rec-01;scan-00001_rec-01_voi-01;microCT_ElectronicLog;Jaws only;Sarah Faulwetter;original recon misaligned, was reconstructed again;DELETED;;;;;;;;;;;;;;;; 
