specimenID;specimenLabel;datasetID;collectionID;specimenProvider;providerInstitution;specimenDescription;material;species;size_mm;fixationType;fixationNotes;preservationMedium;specimenNotes;storagePlace;
mCT-00001;Acanthopale perkinsi, 2 specimens, Caribbean, 1980, per H. ten Hove, ZMA;microCT_ElectronicLog;;Charlotte Watson;Museum and Art Gallery of the Northern Territory, Darwin, Australia;Chrysopetalidae, whole animal;soft tissue, chitinous tissue;Acanthopale perkinsi;ca. 3;Formalin;;96% Ethanol;2 specimens in original vial, not sure which one was scanned;Back to Charlotte
