taxonID/scientificName;genus;family;order;class;phylum;kingdom;datasetID
urn:lsid:marinespecies.org:taxname:127047;Boops;Sparidae;Perciformes;Actinopterygii;Chordata;Animalia;Boops boops;SIGRI_FISH-OCT2013
