stationID;locality;measurementID;measurementDeterminedBy;measurementDeterminedDate;measurementType;measurementValue;measurementUnit;datasetID
1TSO_in-1;Alykes;1TSO_in-1m1;Sarah Faulwetter;19/10/2007;Salinity;32.9;psu;Abiotics_Amvrakikos_ALL
